Show,EpId,ClipId,Start,Stop,Start_5_sec,Stop_5_sec,is_probably_host,speaker,clip_silhouette_score,SEP12k,SEP28k-E,SEP28k-T,SEP28k-D,Unsure,PoorAudioQuality,Prolongation,Block,SoundRep,WordRep,DifficultToUnderstand,Interjection,NoStutteredWords,NaturalPause,Music,NoSpeech
StutteringIsCool,9,24,4324960,4372960,4308960,4388960,FALSE,StutteringIsCool_9_1,0.2033296674,train,dev,dev,train,0,1,0,0,0,0,0,1,3,2,0,1
StutteringIsCool,9,25,22897280,22945280,22881280,22961280,TRUE,Daniele Rossi,0.172015518,,train,test,test,0,0,0,2,0,0,0,0,1,0,1,0
StutteringIsCool,9,26,4680960,4728960,4664960,4744960,FALSE,StutteringIsCool_9_1,-0.02373689413,train,dev,dev,train,0,1,0,0,2,0,2,0,1,0,1,0
StutteringIsCool,9,27,23946560,23994560,23930560,24010560,FALSE,StutteringIsCool_9_1,-0.03139811009,train,dev,dev,train,0,0,0,1,0,0,0,3,2,1,2,0
StutteringIsCool,9,28,23976160,24024160,23960160,24040160,FALSE,StutteringIsCool_9_1,-0.04405267537,train,dev,dev,train,0,1,0,0,0,0,1,0,3,0,2,0
StutteringIsCool,9,29,24627840,24675840,24611840,24691840,FALSE,StutteringIsCool_9_1,0.09556827694,train,dev,dev,train,0,0,1,0,0,0,0,0,2,0,0,0
StutteringIsCool,9,30,26718400,26766400,26702400,26782400,FALSE,StutteringIsCool_9_1,0.01646567509,train,dev,dev,train,0,1,0,0,0,0,0,0,3,0,0,1
StutteringIsCool,9,31,27084000,27132000,27068000,27148000,TRUE,Daniele Rossi,0.21395123,,train,test,test,0,0,0,0,0,0,0,0,3,3,1,1
StutteringIsCool,9,32,27355040,27403040,27339040,27419040,FALSE,StutteringIsCool_9_1,0.1755778939,train,dev,dev,train,1,1,0,0,1,0,3,0,1,0,1,0
StutteringIsCool,9,33,27747200,27795200,27731200,27811200,TRUE,Daniele Rossi,0.2571211457,,train,test,test,0,1,0,0,0,0,1,0,3,0,1,1
StutteringIsCool,9,34,28189440,28237440,28173440,28253440,TRUE,Daniele Rossi,0.2951614559,,train,test,test,1,1,1,0,0,0,2,0,1,1,0,0
StutteringIsCool,9,35,28449920,28497920,28433920,28513920,TRUE,Daniele Rossi,0.3612225354,,train,test,test,0,0,0,0,0,0,0,3,3,1,0,0
StutteringIsCool,9,36,28718400,28766400,28702400,28782400,FALSE,StutteringIsCool_9_1,0.2318918109,train,dev,dev,train,0,0,0,1,0,0,1,0,2,0,0,0
StutteringIsCool,9,37,28745120,28793120,28729120,28809120,TRUE,Daniele Rossi,0.1229730248,,train,test,test,0,0,0,0,0,0,0,0,3,0,0,1
StutteringIsCool,9,38,29421760,29469760,29405760,29485760,TRUE,Daniele Rossi,0.04129206762,,train,test,test,1,3,0,0,0,1,2,0,1,0,0,0
StutteringIsCool,9,39,29887840,29935840,29871840,29951840,TRUE,Daniele Rossi,0.1697284877,,train,test,test,0,1,0,1,0,0,0,0,2,0,0,0
StutteringIsCool,10,0,41627360,41675360,41611360,41691360,TRUE,Daniele Rossi,,,train,test,test,0,1,0,0,0,0,2,0,3,0,0,0
StutteringIsCool,10,1,41804000,41852000,41788000,41868000,TRUE,Daniele Rossi,,,train,test,test,0,1,1,0,0,0,0,0,3,0,0,0
StutteringIsCool,10,2,41960960,42008960,41944960,42024960,TRUE,Daniele Rossi,,,train,test,test,0,3,0,0,0,0,0,0,3,0,0,0
StutteringIsCool,10,3,43685920,43733920,43669920,43749920,TRUE,Daniele Rossi,,,train,test,test,0,0,0,0,0,0,0,0,3,0,3,2
StutteringIsCool,10,4,6389760,6437760,6373760,6453760,TRUE,Daniele Rossi,,,train,test,test,0,1,0,0,3,0,2,0,0,0,0,0
StutteringIsCool,10,5,6417120,6465120,6401120,6481120,TRUE,Daniele Rossi,,,train,test,test,0,0,2,0,0,0,0,0,2,0,0,1
StutteringIsCool,10,6,9539040,9587040,9523040,9603040,TRUE,Daniele Rossi,,,train,test,test,0,0,0,1,0,0,1,1,2,0,0,1
StutteringIsCool,10,7,11107840,11155840,11091840,11171840,TRUE,Daniele Rossi,,,train,test,test,0,1,0,0,0,1,0,0,2,1,0,0
StutteringIsCool,10,8,11391840,11439840,11375840,11455840,TRUE,Daniele Rossi,,,train,test,test,0,2,1,0,0,0,0,0,2,1,0,0
StutteringIsCool,10,9,11424960,11472960,11408960,11488960,TRUE,Daniele Rossi,,,train,test,test,0,2,0,0,0,0,1,0,3,0,0,0
StutteringIsCool,10,10,11569600,11617600,11553600,11633600,TRUE,Daniele Rossi,,,train,test,test,0,1,0,0,0,0,0,0,3,1,0,0
StutteringIsCool,10,11,11626720,11674720,11610720,11690720,TRUE,Daniele Rossi,,,train,test,test,0,1,0,0,0,0,0,0,3,0,0,0
StutteringIsCool,10,12,14281920,14329920,14265920,14345920,TRUE,Daniele Rossi,,,train,test,test,0,1,0,0,0,0,0,0,3,1,0,0
StutteringIsCool,10,13,16818240,16866240,16802240,16882240,TRUE,Daniele Rossi,,,train,test,test,1,0,0,0,0,0,1,0,2,0,0,3
StutteringIsCool,10,14,16848160,16896160,16832160,16912160,TRUE,Daniele Rossi,,,train,test,test,0,1,0,0,0,0,1,0,3,0,0,0
StutteringIsCool,10,15,18136800,18184800,18120800,18200800,TRUE,Daniele Rossi,,,train,test,test,0,2,0,0,0,0,0,0,3,0,0,0
StutteringIsCool,10,16,3476800,3524800,3460800,3540800,TRUE,Daniele Rossi,,,train,test,test,0,0,0,0,0,0,0,0,3,0,3,0
StutteringIsCool,10,17,18613760,18661760,18597760,18677760,TRUE,Daniele Rossi,,,train,test,test,0,0,0,0,0,0,0,0,3,1,0,0
StutteringIsCool,10,18,19184640,19232640,19168640,19248640,TRUE,Daniele Rossi,,,train,test,test,0,0,0,2,0,1,0,1,0,0,0,0
StutteringIsCool,10,19,19308320,19356320,19292320,19372320,TRUE,Daniele Rossi,,,train,test,test,0,0,0,1,1,2,2,1,0,0,0,0
StutteringIsCool,10,20,20685600,20733600,20669600,20749600,TRUE,Daniele Rossi,,,train,test,test,0,0,0,2,0,0,1,0,1,1,0,0
StutteringIsCool,10,21,23046720,23094720,23030720,23110720,TRUE,Daniele Rossi,,,train,test,test,0,2,0,0,0,0,1,0,3,0,0,0
StutteringIsCool,10,22,25658080,25706080,25642080,25722080,TRUE,Daniele Rossi,,,train,test,test,0,2,1,0,0,0,0,3,2,1,0,0
StutteringIsCool,10,23,25708960,25756960,25692960,25772960,TRUE,Daniele Rossi,,,train,test,test,0,0,0,0,0,0,0,0,3,0,0,0
StutteringIsCool,10,24,25748640,25796640,25732640,25812640,TRUE,Daniele Rossi,,,train,test,test,0,1,0,0,0,0,0,0,3,0,0,0
StutteringIsCool,10,25,25851200,25899200,25835200,25915200,TRUE,Daniele Rossi,,,train,test,test,0,1,1,0,0,0,1,0,2,0,0,0
StutteringIsCool,10,26,26221440,26269440,26205440,26285440,TRUE,Daniele Rossi,,,train,test,test,0,1,0,0,0,0,1,0,3,1,0,0
StutteringIsCool,10,27,26740000,26788000,26724000,26804000,TRUE,Daniele Rossi,,,train,test,test,0,1,0,0,1,1,0,3,1,0,0,0
StutteringIsCool,10,28,27306720,27354720,27290720,27370720,TRUE,Daniele Rossi,,,train,test,test,0,0,0,0,0,0,0,0,3,0,0,0
StutteringIsCool,10,29,27335360,27383360,27319360,27399360,TRUE,Daniele Rossi,,,train,test,test,0,0,0,0,0,0,0,0,3,0,0,0
StutteringIsCool,10,30,27793280,27841280,27777280,27857280,TRUE,Daniele Rossi,,,train,test,test,0,0,0,0,0,0,0,0,3,0,0,0
StutteringIsCool,10,31,28743520,28791520,28727520,28807520,TRUE,Daniele Rossi,,,train,test,test,0,0,2,0,0,0,0,3,1,0,0,0
StutteringIsCool,10,32,4018560,4066560,4002560,4082560,TRUE,Daniele Rossi,,,train,test,test,0,3,0,0,0,0,1,0,3,0,0,0
StutteringIsCool,10,33,35878400,35926400,35862400,35942400,TRUE,Daniele Rossi,,,train,test,test,0,2,0,0,0,0,1,0,3,0,0,0
StutteringIsCool,10,34,37399360,37447360,37383360,37463360,TRUE,Daniele Rossi,,,train,test,test,0,0,0,0,0,0,0,0,3,0,0,0
StutteringIsCool,10,35,38891520,38939520,38875520,38955520,TRUE,Daniele Rossi,,,train,test,test,0,1,0,0,0,1,1,1,2,0,0,0
StutteringIsCool,10,36,39088000,39136000,39072000,39152000,TRUE,Daniele Rossi,,,train,test,test,0,1,1,0,0,0,1,0,2,0,0,0
StutteringIsCool,10,37,4317280,4365280,4301280,4381280,TRUE,Daniele Rossi,,,train,test,test,1,1,0,0,0,0,3,0,3,0,0,0
StutteringIsCool,10,38,39847040,39895040,39831040,39911040,TRUE,Daniele Rossi,,,train,test,test,0,1,0,0,1,1,3,0,1,0,0,0
StutteringIsCool,10,39,41513440,41561440,41497440,41577440,TRUE,Daniele Rossi,,,train,test,test,0,1,0,0,0,0,0,0,3,0,0,0
StutteringIsCool,11,0,18266880,18314880,18250880,18330880,TRUE,Daniele Rossi,,,train,test,test,0,1,0,0,0,0,0,0,3,0,0,0
StutteringIsCool,11,1,18988960,19036960,18972960,19052960,TRUE,Daniele Rossi,,,train,test,test,0,0,0,0,0,0,0,0,3,1,0,0
StutteringIsCool,11,2,19592960,19640960,19576960,19656960,TRUE,Daniele Rossi,,,train,test,test,0,0,0,2,0,3,1,0,0,0,0,0
StutteringIsCool,11,3,19736960,19784960,19720960,19800960,TRUE,Daniele Rossi,,,train,test,test,0,0,0,0,0,2,0,0,1,0,0,0
StutteringIsCool,11,4,19756000,19804000,19740000,19820000,TRUE,Daniele Rossi,,,train,test,test,0,0,0,1,0,2,0,0,1,0,0,0
StutteringIsCool,11,5,19917760,19965760,19901760,19981760,TRUE,Daniele Rossi,,,train,test,test,0,0,0,2,0,0,0,1,1,1,0,0
StutteringIsCool,11,6,20056800,20104800,20040800,20120800,TRUE,Daniele Rossi,,,train,test,test,0,0,1,1,0,0,0,3,1,0,0,0
StutteringIsCool,11,7,3764960,3812960,3748960,3828960,TRUE,Daniele Rossi,,,train,test,test,0,0,0,0,0,0,0,3,3,0,0,0
StutteringIsCool,11,8,1083520,1131520,1067520,1147520,TRUE,Daniele Rossi,,,train,test,test,0,0,0,2,0,0,0,2,1,2,0,0
StutteringIsCool,11,9,5538880,5586880,5522880,5602880,TRUE,Daniele Rossi,,,train,test,test,0,0,2,0,0,0,0,3,1,1,0,0
StutteringIsCool,11,10,6015200,6063200,5999200,6079200,TRUE,Daniele Rossi,,,train,test,test,0,0,0,0,0,0,0,1,3,1,0,0
StutteringIsCool,11,11,6375680,6423680,6359680,6439680,TRUE,Daniele Rossi,,,train,test,test,0,0,0,0,0,0,0,0,3,0,0,0
StutteringIsCool,11,12,6457920,6505920,6441920,6521920,TRUE,Daniele Rossi,,,train,test,test,0,0,0,1,0,0,0,0,2,1,0,0
StutteringIsCool,11,13,6677600,6725600,6661600,6741600,TRUE,Daniele Rossi,,,train,test,test,0,0,0,0,0,0,0,0,3,0,0,0
StutteringIsCool,11,14,6741120,6789120,6725120,6805120,TRUE,Daniele Rossi,,,train,test,test,0,0,0,1,1,2,1,2,0,0,0,0
StutteringIsCool,11,15,8085600,8133600,8069600,8149600,TRUE,Daniele Rossi,,,train,test,test,0,0,0,1,0,0,1,0,2,0,0,0
StutteringIsCool,11,16,8113120,8161120,8097120,8177120,TRUE,Daniele Rossi,,,train,test,test,0,0,0,0,0,0,0,0,3,0,0,0
StutteringIsCool,11,17,8368800,8416800,8352800,8432800,TRUE,Daniele Rossi,,,train,test,test,0,0,0,0,0,0,0,0,3,0,0,0
StutteringIsCool,11,18,9620640,9668640,9604640,9684640,TRUE,Daniele Rossi,,,train,test,test,0,0,0,1,0,0,0,0,2,2,0,0
StutteringIsCool,11,19,9929280,9977280,9913280,9993280,TRUE,Daniele Rossi,,,train,test,test,0,0,0,0,0,0,0,0,3,0,0,0
StutteringIsCool,11,20,9970880,10018880,9954880,10034880,TRUE,Daniele Rossi,,,train,test,test,0,0,0,1,0,0,0,0,2,0,0,0
StutteringIsCool,11,21,1803680,1851680,1787680,1867680,TRUE,Daniele Rossi,,,train,test,test,0,0,0,1,2,0,0,0,1,0,0,0
StutteringIsCool,11,22,10224640,10272640,10208640,10288640,TRUE,Daniele Rossi,,,train,test,test,0,0,0,0,0,0,0,2,3,1,0,0
StutteringIsCool,11,23,10301920,10349920,10285920,10365920,TRUE,Daniele Rossi,,,train,test,test,0,0,1,0,0,0,0,2,2,2,0,0
StutteringIsCool,11,24,10360320,10408320,10344320,10424320,TRUE,Daniele Rossi,,,train,test,test,0,0,0,0,1,0,0,1,2,0,0,0
StutteringIsCool,11,25,1965600,2013600,1949600,2029600,TRUE,Daniele Rossi,,,train,test,test,0,0,0,1,0,0,0,0,2,1,0,0
StutteringIsCool,11,26,12010080,12058080,11994080,12074080,TRUE,Daniele Rossi,,,train,test,test,0,0,0,2,0,1,0,0,0,2,0,0
StutteringIsCool,11,27,12040320,12088320,12024320,12104320,TRUE,Daniele Rossi,,,train,test,test,0,0,0,1,0,0,0,1,2,1,0,0
StutteringIsCool,11,28,12220960,12268960,12204960,12284960,TRUE,Daniele Rossi,,,train,test,test,0,0,0,1,0,0,0,1,2,0,0,0
StutteringIsCool,11,29,13578560,13626560,13562560,13642560,TRUE,Daniele Rossi,,,train,test,test,0,0,0,2,0,0,0,0,2,1,0,0
StutteringIsCool,11,30,14166240,14214240,14150240,14230240,TRUE,Daniele Rossi,,,train,test,test,0,0,0,0,0,0,0,0,3,2,0,0
StutteringIsCool,11,31,2207040,2255040,2191040,2271040,TRUE,Daniele Rossi,,,train,test,test,0,0,0,1,0,0,0,1,3,1,0,0
StutteringIsCool,11,32,14317600,14365600,14301600,14381600,TRUE,Daniele Rossi,,,train,test,test,0,0,0,0,0,0,0,0,3,1,0,0
StutteringIsCool,11,33,14344000,14392000,14328000,14408000,TRUE,Daniele Rossi,,,train,test,test,0,1,1,1,0,0,1,0,1,0,0,0
StutteringIsCool,11,34,14594880,14642880,14578880,14658880,TRUE,Daniele Rossi,,,train,test,test,0,0,0,0,0,0,0,3,3,1,0,0
StutteringIsCool,11,35,14720000,14768000,14704000,14784000,TRUE,Daniele Rossi,,,train,test,test,0,0,0,0,0,3,0,2,0,0,0,0
StutteringIsCool,11,36,15650240,15698240,15634240,15714240,TRUE,Daniele Rossi,,,train,test,test,0,0,0,1,0,0,1,0,2,0,0,0
StutteringIsCool,11,37,2429120,2477120,2413120,2493120,TRUE,Daniele Rossi,,,train,test,test,0,0,1,0,0,0,0,0,2,0,0,0
StutteringIsCool,11,38,16704480,16752480,16688480,16768480,TRUE,Daniele Rossi,,,train,test,test,0,0,0,0,0,0,0,0,3,0,0,0
StutteringIsCool,11,39,16854880,16902880,16838880,16918880,TRUE,Daniele Rossi,,,train,test,test,0,0,0,0,0,0,0,0,3,0,0,0
StutteringIsCool,12,0,542400,590400,526400,606400,FALSE,StutteringIsCool_12_0,0.2086711377,train,dev,dev,train,0,0,0,0,0,0,0,0,3,1,3,0
StutteringIsCool,12,1,23827360,23875360,23811360,23891360,FALSE,StutteringIsCool_12_0,0.2187251002,train,dev,dev,train,0,0,0,1,0,0,0,1,2,0,0,0
StutteringIsCool,12,2,24378560,24426560,24362560,24442560,FALSE,StutteringIsCool_12_0,0.1954035908,train,dev,dev,train,0,0,0,1,0,0,0,0,2,0,0,0
StutteringIsCool,12,3,4806240,4854240,4790240,4870240,FALSE,StutteringIsCool_12_0,-0.03519187868,train,dev,dev,train,0,0,0,0,0,0,1,0,3,0,3,1
StutteringIsCool,12,4,5826240,5874240,5810240,5890240,TRUE,Daniele Rossi,0.4935878515,,train,test,test,0,0,0,0,3,0,1,0,0,0,0,0
StutteringIsCool,12,5,6084160,6132160,6068160,6148160,TRUE,Daniele Rossi,0.2505006194,,train,test,test,0,0,0,0,0,3,1,3,0,1,0,0
StutteringIsCool,12,6,1996960,2044960,1980960,2060960,FALSE,StutteringIsCool_12_0,0.3091813624,train,dev,dev,train,0,0,1,0,0,0,0,0,2,0,0,0
StutteringIsCool,12,7,6745280,6793280,6729280,6809280,TRUE,Daniele Rossi,0.3715696633,,train,test,test,0,0,0,0,0,0,2,0,3,0,0,0
StutteringIsCool,12,8,7391040,7439040,7375040,7455040,FALSE,StutteringIsCool_12_0,0.03612258658,train,dev,dev,train,1,0,0,0,1,0,1,0,1,0,0,0
StutteringIsCool,12,9,7516320,7564320,7500320,7580320,FALSE,StutteringIsCool_12_0,0.181065768,train,dev,dev,train,0,0,0,2,1,0,1,1,0,0,0,0
StutteringIsCool,12,10,7762400,7810400,7746400,7826400,TRUE,Daniele Rossi,0.1307316422,,train,test,test,0,0,1,2,0,0,2,0,0,0,0,0
StutteringIsCool,12,11,8092800,8140800,8076800,8156800,TRUE,Daniele Rossi,0.4411346316,,train,test,test,0,0,1,2,0,0,1,0,0,1,0,0
StutteringIsCool,12,12,9056640,9104640,9040640,9120640,TRUE,Daniele Rossi,0.2538499832,,train,test,test,0,0,0,1,3,1,0,0,0,0,0,0
StutteringIsCool,12,13,9105120,9153120,9089120,9169120,FALSE,StutteringIsCool_12_0,0.07087513804,train,dev,dev,train,0,0,1,1,1,0,0,1,1,0,0,0
StutteringIsCool,12,14,2742880,2790880,2726880,2806880,TRUE,Daniele Rossi,0.3463776708,,train,test,test,0,0,3,0,1,0,0,0,0,0,0,0
StutteringIsCool,12,15,10190880,10238880,10174880,10254880,TRUE,Daniele Rossi,0.3823517561,,train,test,test,0,0,0,0,3,0,0,0,0,0,0,0
StutteringIsCool,12,16,10378720,10426720,10362720,10442720,TRUE,Daniele Rossi,0.4907246828,,train,test,test,0,0,2,2,2,0,2,0,0,0,0,0
StutteringIsCool,12,17,10852800,10900800,10836800,10916800,TRUE,Daniele Rossi,0.402638495,,train,test,test,0,0,0,2,0,0,0,1,1,0,0,0
StutteringIsCool,12,18,3339840,3387840,3323840,3403840,FALSE,StutteringIsCool_12_0,0.3074797988,train,dev,dev,train,0,1,1,0,1,0,1,0,2,0,0,1
StutteringIsCool,12,19,11405920,11453920,11389920,11469920,FALSE,StutteringIsCool_12_0,0.3770694435,train,dev,dev,train,0,0,2,2,0,0,1,0,0,0,0,1
StutteringIsCool,12,20,12871680,12919680,12855680,12935680,TRUE,Daniele Rossi,0.2467535138,,train,test,test,0,0,0,1,3,0,0,0,0,0,0,0
StutteringIsCool,12,21,13005760,13053760,12989760,13069760,TRUE,Daniele Rossi,0.2757694423,,train,test,test,0,0,0,2,0,1,2,0,0,0,0,0
StutteringIsCool,12,22,3692320,3740320,3676320,3756320,TRUE,Daniele Rossi,0.4246633947,,train,test,test,0,0,1,0,2,0,2,0,0,0,0,0
StutteringIsCool,12,23,13351200,13399200,13335200,13415200,TRUE,Daniele Rossi,0.3195263147,,train,test,test,0,0,1,1,1,0,1,0,0,0,0,0
StutteringIsCool,12,24,14240800,14288800,14224800,14304800,FALSE,StutteringIsCool_12_0,0.248192206,train,dev,dev,train,1,1,2,0,1,0,2,0,0,0,0,0
StutteringIsCool,12,25,14377280,14425280,14361280,14441280,FALSE,StutteringIsCool_12_0,0.3592597246,train,dev,dev,train,1,2,0,2,1,0,3,0,0,0,0,0
StutteringIsCool,12,26,14442720,14490720,14426720,14506720,TRUE,Daniele Rossi,0.4666052759,,train,test,test,0,0,0,2,1,0,2,0,0,0,0,0
StutteringIsCool,12,27,15228960,15276960,15212960,15292960,FALSE,StutteringIsCool_12_0,0.2364845276,train,dev,dev,train,0,0,0,0,0,0,0,1,3,0,0,0
StutteringIsCool,12,28,15355360,15403360,15339360,15419360,TRUE,Daniele Rossi,0.4692329764,,train,test,test,1,0,1,1,1,0,1,0,1,0,0,0
StutteringIsCool,12,29,15393280,15441280,15377280,15457280,TRUE,Daniele Rossi,0.5182173252,,train,test,test,0,0,0,2,3,0,2,0,0,0,0,0
StutteringIsCool,12,30,16191520,16239520,16175520,16255520,FALSE,StutteringIsCool_12_0,0.3203245699,train,dev,dev,train,0,0,1,0,1,0,1,1,1,0,0,1
StutteringIsCool,12,31,16650880,16698880,16634880,16714880,TRUE,Daniele Rossi,0.1747223139,,train,test,test,0,0,1,1,2,1,0,2,0,0,0,0
StutteringIsCool,12,32,16678400,16726400,16662400,16742400,FALSE,StutteringIsCool_12_0,0.3861297369,train,dev,dev,train,1,3,0,0,0,0,1,0,2,0,0,1
StutteringIsCool,12,33,17775040,17823040,17759040,17839040,TRUE,Daniele Rossi,0.4536493719,,train,test,test,0,0,0,0,2,0,1,0,1,0,0,0
StutteringIsCool,12,34,18437120,18485120,18421120,18501120,TRUE,Daniele Rossi,0.4871133566,,train,test,test,0,0,0,2,0,2,0,0,0,0,0,0
StutteringIsCool,12,35,4252480,4300480,4236480,4316480,FALSE,StutteringIsCool_12_0,0.3127382696,train,dev,dev,train,1,2,0,0,0,0,0,0,2,0,0,3
StutteringIsCool,12,36,18850400,18898400,18834400,18914400,TRUE,Daniele Rossi,0.3660874963,,train,test,test,0,0,0,2,0,0,1,3,1,0,0,0
StutteringIsCool,12,37,19225600,19273600,19209600,19289600,TRUE,Daniele Rossi,0.1462775767,,train,test,test,0,0,2,1,2,0,0,0,0,0,0,0
StutteringIsCool,12,38,19623040,19671040,19607040,19687040,TRUE,Daniele Rossi,0.4102442861,,train,test,test,0,1,0,0,1,0,2,0,2,1,0,0
StutteringIsCool,12,39,20980800,21028800,20964800,21044800,FALSE,StutteringIsCool_12_0,0.1994057298,train,dev,dev,train,0,0,0,0,0,0,3,0,3,0,0,0
StutteringIsCool,13,0,24125920,24173920,24109920,24189920,TRUE,Daniele Rossi,0.4610700309,,train,test,test,2,1,0,0,0,0,2,0,3,0,0,0
StutteringIsCool,13,1,25018240,25066240,25002240,25082240,TRUE,Daniele Rossi,0.2550159395,,train,test,test,1,2,0,1,0,0,2,0,1,0,0,0
StutteringIsCool,13,2,25500640,25548640,25484640,25564640,TRUE,Daniele Rossi,0.4553984404,,train,test,test,0,0,0,0,0,0,0,2,3,0,0,0
StutteringIsCool,13,3,25703680,25751680,25687680,25767680,TRUE,Daniele Rossi,0.4244833887,,train,test,test,0,0,0,0,0,0,0,1,3,0,0,0
StutteringIsCool,13,4,25911040,25959040,25895040,25975040,TRUE,Daniele Rossi,0.4376424253,,train,test,test,2,0,0,0,0,0,1,0,2,0,0,0
StutteringIsCool,13,5,26607360,26655360,26591360,26671360,FALSE,StutteringIsCool_13_1,0.4142896533,train,dev,dev,train,0,0,3,0,0,0,0,0,0,0,0,0
StutteringIsCool,13,6,27041440,27089440,27025440,27105440,TRUE,Daniele Rossi,0.426644206,,train,test,test,0,0,0,0,0,0,0,1,3,0,1,0
StutteringIsCool,13,7,7054720,7102720,7038720,7118720,TRUE,Daniele Rossi,0.3883816004,,train,test,test,0,1,0,0,0,0,1,0,3,3,0,0
StutteringIsCool,13,8,7084960,7132960,7068960,7148960,TRUE,Daniele Rossi,0.5821357369,,train,test,test,0,1,0,0,0,1,0,0,2,0,0,0
StutteringIsCool,13,9,7375520,7423520,7359520,7439520,TRUE,Daniele Rossi,0.4193944335,,train,test,test,0,1,0,0,0,0,2,0,3,0,0,0
StutteringIsCool,13,10,8590240,8638240,8574240,8654240,TRUE,Daniele Rossi,0.4591825306,,train,test,test,1,1,0,0,1,0,2,0,2,0,0,0
StutteringIsCool,13,11,9142400,9190400,9126400,9206400,TRUE,Daniele Rossi,0.572763741,,train,test,test,0,1,0,0,0,0,1,2,3,0,0,0
StutteringIsCool,13,12,9844000,9892000,9828000,9908000,TRUE,Daniele Rossi,0.575186789,,train,test,test,0,2,1,0,0,0,3,0,2,0,0,0
StutteringIsCool,13,13,1560640,1608640,1544640,1624640,TRUE,Daniele Rossi,0.4327179193,,train,test,test,0,0,0,0,0,1,1,0,2,0,0,0
StutteringIsCool,13,14,10404000,10452000,10388000,10468000,FALSE,StutteringIsCool_13_1,0.4735553563,train,dev,dev,train,0,0,0,1,0,3,0,0,0,0,0,0
StutteringIsCool,13,15,11628320,11676320,11612320,11692320,FALSE,StutteringIsCool_13_1,0.4214860499,train,dev,dev,train,0,1,1,0,0,0,0,0,3,0,0,0
StutteringIsCool,13,16,12317600,12365600,12301600,12381600,FALSE,StutteringIsCool_13_1,0.1336391866,train,dev,dev,train,0,2,0,2,0,0,1,0,1,0,0,0
StutteringIsCool,13,17,12375680,12423680,12359680,12439680,TRUE,Daniele Rossi,0.1006344184,,train,test,test,0,2,0,0,0,0,1,3,3,0,0,0
StutteringIsCool,13,18,13115360,13163360,13099360,13179360,TRUE,Daniele Rossi,0.1586377174,,train,test,test,0,2,1,0,0,0,3,0,2,0,0,0
StutteringIsCool,13,19,13759520,13807520,13743520,13823520,TRUE,Daniele Rossi,0.1782659292,,train,test,test,0,0,0,0,0,0,0,1,3,0,0,0
StutteringIsCool,13,20,14980320,15028320,14964320,15044320,TRUE,Daniele Rossi,0.5862157941,,train,test,test,0,0,0,0,0,0,0,0,3,0,0,0
StutteringIsCool,13,21,3002720,3050720,2986720,3066720,TRUE,Daniele Rossi,0.3357646167,,train,test,test,0,3,1,0,0,0,1,3,2,1,0,0
StutteringIsCool,13,22,3034080,3082080,3018080,3098080,TRUE,Daniele Rossi,0.5288614631,,train,test,test,0,0,0,1,0,0,0,2,2,0,0,0
StutteringIsCool,13,23,15656800,15704800,15640800,15720800,TRUE,Daniele Rossi,0.4173007011,,train,test,test,0,1,0,0,0,0,2,0,3,2,0,0
StutteringIsCool,13,24,15688800,15736800,15672800,15752800,TRUE,Daniele Rossi,0.5060390234,,train,test,test,0,1,0,1,1,0,0,0,1,0,0,0
StutteringIsCool,13,25,16058560,16106560,16042560,16122560,FALSE,StutteringIsCool_13_1,0.3975913823,train,dev,dev,train,0,0,0,0,0,2,0,2,1,2,0,0
StutteringIsCool,13,26,16396480,16444480,16380480,16460480,TRUE,Daniele Rossi,0.5789858699,,train,test,test,0,1,0,0,0,0,2,1,3,1,0,0
StutteringIsCool,13,27,17589120,17637120,17573120,17653120,TRUE,Daniele Rossi,0.5168470144,,train,test,test,1,0,0,1,1,0,1,0,1,0,0,0
StutteringIsCool,13,28,18161120,18209120,18145120,18225120,FALSE,StutteringIsCool_13_1,0.405988276,train,dev,dev,train,0,0,0,0,0,0,0,1,3,0,0,0
StutteringIsCool,13,29,3573440,3621440,3557440,3637440,FALSE,StutteringIsCool_13_1,0.3791100383,train,dev,dev,train,1,1,1,1,0,0,0,1,2,0,0,0
StutteringIsCool,13,30,19832480,19880480,19816480,19896480,TRUE,Daniele Rossi,0.08490408212,,train,test,test,0,2,0,1,1,0,2,1,2,0,0,0
StutteringIsCool,13,31,20578720,20626720,20562720,20642720,FALSE,StutteringIsCool_13_1,0.350841403,train,dev,dev,train,0,1,0,1,1,0,2,0,2,0,0,0
StutteringIsCool,13,32,20775200,20823200,20759200,20839200,TRUE,Daniele Rossi,0.3355503082,,train,test,test,1,2,0,1,1,1,3,0,0,0,0,0
StutteringIsCool,13,33,20969920,21017920,20953920,21033920,TRUE,Daniele Rossi,0.539223969,,train,test,test,0,0,0,0,0,0,2,0,3,0,0,0
StutteringIsCool,13,34,21018560,21066560,21002560,21082560,TRUE,Daniele Rossi,0.4067942202,,train,test,test,0,2,0,0,0,0,1,0,3,2,0,0
StutteringIsCool,13,35,21407520,21455520,21391520,21471520,TRUE,Daniele Rossi,0.5550022721,,train,test,test,0,1,0,0,0,0,1,0,3,1,0,0
StutteringIsCool,13,36,21832480,21880480,21816480,21896480,TRUE,Daniele Rossi,0.4390537441,,train,test,test,0,1,0,0,0,0,1,0,3,1,0,0
StutteringIsCool,13,37,22456480,22504480,22440480,22520480,TRUE,Daniele Rossi,0.5518633127,,train,test,test,0,0,0,0,0,0,0,0,3,0,0,0
